__LAMDA 	 __MU 
0.2 	 0.3 

# Replication 	 Delay Mean 
393 	 3.3367219026664694 
394 	 3.3357065856763612 
395 	 3.3223915862885987 
396 	 3.3516934294633884 
397 	 3.3525340514850863 
398 	 3.338024133922032 
399 	 3.331463322696078 
400 	 3.3345366250902053 
401 	 3.349766110250949 
402 	 3.3342607781534452 
403 	 3.351553477802617 
404 	 3.3360226620956452 
405 	 3.333986609389857 
406 	 3.3354030231264127 
407 	 3.3368607951240215 
408 	 3.332335269878065 
409 	 3.329703587770227 
410 	 3.335776071096645 
411 	 3.332553065445235 
412 	 3.3340596526866078 
413 	 3.3319185295791347 
414 	 3.338972106675987 
415 	 3.3280266845279636 
416 	 3.3304859542103062 
417 	 3.321406096989901 
418 	 3.3486205256403396 
419 	 3.3419893319847835 
420 	 3.335272068626355 
421 	 3.343690664296754 
422 	 3.3455742606965955 
423 	 3.3296556552739824 
424 	 3.331558159086316 
425 	 3.330819161399843 
426 	 3.327397274716324 
427 	 3.342168569472296 
428 	 3.3613030448304126 
429 	 3.335832486516331 
430 	 3.333004097170419 
431 	 3.345971232902859 
432 	 3.3277693145691294 
433 	 3.3291231079492367 
434 	 3.3305205261741095 
435 	 3.3352313382725134 
436 	 3.336729557718645 
437 	 3.3250380772161896 
438 	 3.329354839556853 
439 	 3.3518089914845235 
440 	 3.343707421182355 
441 	 3.3457241018237975 
442 	 3.3405422817832955 
443 	 3.347195302176231 
444 	 3.328121313257793 
445 	 3.333726617759918 
446 	 3.3256891851939265 
447 	 3.3237255441410865 
448 	 3.3316666105560695 
449 	 3.3300419938719945 
450 	 3.3363340280690923 
451 	 3.3220830141678173 
452 	 3.33153982464674 
453 	 3.336376978996377 
454 	 3.3236166803932012 
455 	 3.332774342933143 
456 	 3.33428327745468 
457 	 3.3314662184431767 
458 	 3.341523928907095 
459 	 3.3236282830299895 
460 	 3.3254765650891245 
461 	 3.344174283806679 
462 	 3.335554698635873 
463 	 3.3207594924714625 
464 	 3.3253249797008944 
465 	 3.342702875705908 
466 	 3.343475850325781 
467 	 3.3382359434915387 
468 	 3.3361386594443707 
469 	 3.318573648392144 
470 	 3.359696620053272 
471 	 3.3159650142213093 
472 	 3.356466348446472 
473 	 3.3208608192700706 
474 	 3.3366867654149326 
475 	 3.3291429645560027 
476 	 3.331631136019904 
477 	 3.341925202162742 
478 	 3.3065574748103534 
479 	 3.3376002138008487 
480 	 3.337384976389027 
481 	 3.3495764057015847 
482 	 3.332950230956953 
483 	 3.3390760465532026 
484 	 3.3355971137624767 
485 	 3.3476267845069483 
486 	 3.335923376163821 
487 	 3.333759398399324 
488 	 3.33111697065068 
489 	 3.3304133667246854 
490 	 3.3252381841701593 
491 	 3.3488486043289027 
492 	 3.3305670045708946 
493 	 3.3347609328660406 
494 	 3.3368315898432304 
495 	 3.3289742052553453 
496 	 3.3191334367125482 
497 	 3.3467574120945196 
498 	 3.3541940882121413 
499 	 3.32512750445477 
500 	 3.329475478251944 
501 	 3.3414586589523285 
502 	 3.331795078813574 
503 	 3.3206377861034917 
504 	 3.3365195478031127 
505 	 3.3290465850401816 
506 	 3.3362655151776055 
507 	 3.3241253405869373 
508 	 3.3455399760573177 
509 	 3.3346542671045767 
510 	 3.3403503016446825 
511 	 3.3352458029803187 
512 	 3.328766338480582 
513 	 3.33889944191198 
514 	 3.3337332166839637 
515 	 3.343161212645485 
516 	 3.3222318753291793 
517 	 3.3348475325513363 
518 	 3.3449395829007194 
519 	 3.3292049449204453 
520 	 3.3606708996842567 
521 	 3.338576030365035 
522 	 3.3295596500165976 
523 	 3.347590791440549 
524 	 3.33398389815801 
525 	 3.3380543930539814 
526 	 3.340192230175533 
527 	 3.325955922735615 
528 	 3.335761960091488 
529 	 3.3330077310302246 
530 	 3.3302663336716005 
531 	 3.3247149278813053 
532 	 3.3429366039371073 
533 	 3.3574715000884696 
534 	 3.330199541593334 
535 	 3.3286954073527966 
536 	 3.3307996134706572 
537 	 3.3124369760613557 
538 	 3.3376077449553168 
539 	 3.3385537678134347 
540 	 3.3351444413126132 
541 	 3.3118058213226513 
542 	 3.3256613768973935 
543 	 3.3398512138866403 
544 	 3.347183212208455 
545 	 3.3384636613590275 
546 	 3.3279987973992493 
547 	 3.329684344680056 
548 	 3.342595521270742 
549 	 3.335528134282951 
550 	 3.342835308588223 
551 	 3.3319784804369412 
552 	 3.3318702654153243 
553 	 3.3231902177178334 
554 	 3.3290381921652448 
555 	 3.321007705470667 
556 	 3.3230325608950344 
557 	 3.334861935711786 
558 	 3.3293032239906952 
559 	 3.3294579949821212 
560 	 3.3331897002189583 
561 	 3.3390421039264284 
562 	 3.3386967152662574 
563 	 3.3329371441689877 
564 	 3.334230823508061 
565 	 3.3335179729112734 
566 	 3.3297209789657423 
567 	 3.3338507696085147 
568 	 3.3279902050873793 
569 	 3.3435704598038103 
570 	 3.3297430434636155 
571 	 3.327418950681255 
572 	 3.328670630618025 
573 	 3.342466748160178 
574 	 3.327810339710551 
575 	 3.337487513690825 
576 	 3.3283936442127984 
577 	 3.3432579174612904 
578 	 3.3472560404310716 
579 	 3.330469924632953 
580 	 3.3313947005611118 
581 	 3.334890760383819 
582 	 3.3355449949018823 
583 	 3.3321580264677815 
584 	 3.339708461504435 
585 	 3.3272287027028895 
586 	 3.3493769437536915 
587 	 3.323308707594137 
588 	 3.3318190285996168 
589 	 3.332844556533647 
590 	 3.3359387300930314 
591 	 3.346114860417206 
592 	 3.3365907588818957 
593 	 3.3251369576441454 
594 	 3.345803432055287 
595 	 3.340017439677124 
596 	 3.329934551434205 
597 	 3.3340394235943047 
598 	 3.3513794155149004 
599 	 3.3299463176494197 
600 	 3.3284498161212457 
601 	 3.334912134628691 
602 	 3.337662345446656 
603 	 3.310916164445615 
604 	 3.3320555759620665 
605 	 3.32975670455857 
606 	 3.3121507271598833 
607 	 3.3250576045821587 
608 	 3.3221342524141444 
609 	 3.3440268808475198 
610 	 3.3417538590385703 
611 	 3.340025992763005 
612 	 3.3280633356416103 
613 	 3.3223520075107063 
614 	 3.3314655514850013 
615 	 3.3216684064139157 
616 	 3.3376892831034985 
617 	 3.338174057418694 
618 	 3.331189150047804 
619 	 3.333053747484745 
620 	 3.344005599019926 
621 	 3.3296381883988078 
622 	 3.331970841881657 
623 	 3.3424865360085434 
624 	 3.342255605077285 
625 	 3.3449531860180524 
626 	 3.3313449181046826 
627 	 3.324947578202162 
628 	 3.350304311772761 
629 	 3.3343597052295615 
630 	 3.3291840414154468 
631 	 3.3637640254427956 
632 	 3.345176246734906 
633 	 3.343779750833457 
634 	 3.3149407726350533 
635 	 3.328365950094696 
636 	 3.3277532551689717 
637 	 3.3437883593545097 
638 	 3.3457156195136717 
639 	 3.3317776573712767 
640 	 3.3337513523357263 
641 	 3.3294659517662204 
642 	 3.326895895514268 
643 	 3.3378812272795155 
644 	 3.331507519336201 
645 	 3.3339192922431202 
646 	 3.346254011973362 
647 	 3.3179850839607576 
648 	 3.3320784330984727 
649 	 3.325342949358992 
650 	 3.3270368437112894 
651 	 3.330444607952874 
652 	 3.34379836892477 
653 	 3.3143777517028172 
654 	 3.350480574046576 
655 	 3.323571496938826 
656 	 3.3322333708474368 
657 	 3.3246966251748225 
658 	 3.33439857242054 
659 	 3.334180036816981 
660 	 3.326544579529149 
661 	 3.334732531389252 
662 	 3.334640554948296 
663 	 3.3194290328998033 
664 	 3.3339099319935173 
665 	 3.339174655697586 
666 	 3.3541287895099607 
667 	 3.3338146618180673 
668 	 3.3435586326461704 
669 	 3.3353711326914595 
670 	 3.3351688980698957 
671 	 3.33678873082612 
672 	 3.340289205220695 
673 	 3.3382236886301326 
674 	 3.3600606199691847 
675 	 3.348441047656969 
676 	 3.3273723525164463 
677 	 3.3174137958123273 
678 	 3.3347567673344956 
679 	 3.327274625612318 
680 	 3.3288238545020303 
681 	 3.347659912438538 
682 	 3.3460509417762045 
683 	 3.3300536740538567 
684 	 3.321769481238197 
685 	 3.3532113316836702 
686 	 3.342823049458202 
687 	 3.3437268586096565 
688 	 3.34040853661665 
689 	 3.3339371010270535 
690 	 3.340572389228551 
691 	 3.3370889643457544 
692 	 3.320654452269432 
693 	 3.3265999403463486 
694 	 3.3378027246479705 
695 	 3.325795026178409 
696 	 3.3339628555256273 
697 	 3.333819794224278 
698 	 3.3355305950389234 
699 	 3.3230932639593824 
700 	 3.3347570396911292 
701 	 3.331962189126529 
702 	 3.3346077850374 
703 	 3.330219261152552 
704 	 3.3296111800821895 
705 	 3.335239956408913 
706 	 3.3363255846376694 
707 	 3.3317550923958996 
708 	 3.3491691940046064 
709 	 3.340155264558377 
710 	 3.3232622354739463 
711 	 3.3396180538242564 
712 	 3.328965613333623 
713 	 3.339892515276997 
714 	 3.3203045165915883 
715 	 3.335618449620907 
716 	 3.345086740157144 
717 	 3.3347587226144717 
718 	 3.3403984202491515 
719 	 3.3362028872101916 
720 	 3.3380507423777552 
721 	 3.324804527099848 
722 	 3.3345767348114927 
723 	 3.3201924101218987 
724 	 3.330793159645375 
725 	 3.3375933273207727 
726 	 3.339751384966976 
727 	 3.340862545346913 
728 	 3.3315707216177017 
729 	 3.330886600859816 
730 	 3.340603204540943 
731 	 3.3319248374734536 
732 	 3.3328112126486444 
733 	 3.340629506032007 
734 	 3.3305156628366537 
735 	 3.335303849773185 
736 	 3.333404826213317 
737 	 3.3229414694580086 
738 	 3.3282568050653434 
739 	 3.339323651471591 
740 	 3.3385644145874043 
741 	 3.3268214319500653 
742 	 3.305018998765751 
743 	 3.336036034019688 
744 	 3.335679566294081 
745 	 3.3325271244725934 
746 	 3.3351689549111034 
747 	 3.3392810477926047 
748 	 3.3262707191375864 
749 	 3.331861786074334 
750 	 3.3405256984061173 
751 	 3.3360819338631473 
752 	 3.323875513202924 
753 	 3.342935739318876 
754 	 3.331263684883216 
755 	 3.322756527456232 
756 	 3.3330514801245847 
757 	 3.3154557148555748 
758 	 3.335077895536834 
759 	 3.3340902375674712 
760 	 3.3357702294000844 
761 	 3.3545032194642457 
762 	 3.322575994735192 
763 	 3.3575990699062537 
764 	 3.3246935949956886 
765 	 3.327071405661116 
766 	 3.3334471912957406 
767 	 3.3408671548937483 
768 	 3.3366957418226186 
769 	 3.3377260843098333 
770 	 3.3507905724430715 
771 	 3.3381558463828913 
772 	 3.3181126005085844 
773 	 3.32947249170632 
774 	 3.3340853092753067 
775 	 3.3269942591440036 
776 	 3.346258451618955 
777 	 3.3456370547492935 
778 	 3.3359098802522102 
779 	 3.3590328704450765 
780 	 3.3292417262910217 
781 	 3.332258771061688 
782 	 3.3241165859785973 
783 	 3.340148620300654 
784 	 3.3326453647192014 
785 	 3.328501998276497 
786 	 3.327952938140528 
787 	 3.3295924120462246 
788 	 3.339147494863807 
789 	 3.3435305338717685 
790 	 3.3316251927793132 
791 	 3.3313253109558687 
792 	 3.330097111929562 
793 	 3.306945033107397 
794 	 3.357276596230603 
795 	 3.332458728421513 
796 	 3.3314400667330846 
797 	 3.3512648688100075 
798 	 3.327594969749606 
799 	 3.3229117212183925 
800 	 3.3188267514297505 
801 	 3.3263926725302486 
802 	 3.333424467651776 
803 	 3.3317003709642963 
804 	 3.3290628286722423 
805 	 3.340272160486987 
806 	 3.329685748270798 
807 	 3.3297895586214814 
808 	 3.337728976543886 
809 	 3.333795698185744 
810 	 3.337219790243102 
811 	 3.346051407136938 
812 	 3.341277661648545 
813 	 3.3302229894575595 
814 	 3.3175088317047665 
815 	 3.3442034199304937 
816 	 3.336392490717766 
817 	 3.3267796417948046 
818 	 3.3268967648086925 
819 	 3.3346842366297342 
820 	 3.3273833622252558 
821 	 3.337292471159334 
822 	 3.352561751580905 
823 	 3.33405507396555 
824 	 3.330574860712709 
825 	 3.362724224082839 
826 	 3.3353993722717346 
827 	 3.325648051580356 
828 	 3.346828735889258 
829 	 3.3319000361261404 
830 	 3.3397039621189375 
831 	 3.333155172164319 
832 	 3.3423127756183177 
833 	 3.339002096844436 
834 	 3.331494827025868 
835 	 3.353068703043737 
836 	 3.3255986005665177 
837 	 3.321848440256947 
838 	 3.3252723047433728 
839 	 3.3279841021643346 
840 	 3.335678839067791 
841 	 3.339434500213629 
842 	 3.3261085581129635 
843 	 3.3297276434901533 
844 	 3.3508078481890156 
845 	 3.323976624445121 
846 	 3.347520670272117 
847 	 3.3223836327302814 
848 	 3.328436420751716 
849 	 3.3327380866177942 
850 	 3.3252263354249996 
851 	 3.319472267245561 
852 	 3.3296222414231007 
853 	 3.3363196785054514 
854 	 3.3345465293772607 
855 	 3.3273108170613837 
856 	 3.323369675645503 
857 	 3.3340795058852213 
858 	 3.3376852424565864 
859 	 3.3366580929929266 
860 	 3.3392346041311423 
861 	 3.3515621668829425 
862 	 3.335841502042728 
863 	 3.3407120064959557 
864 	 3.345807753481714 
865 	 3.323635800122763 
866 	 3.3266485839846114 
867 	 3.3338539213778606 
868 	 3.337450706140946 
869 	 3.3301667820919727 
870 	 3.3357488078153956 
871 	 3.32171568568319 
872 	 3.3255222065750996 
873 	 3.340183637769742 
874 	 3.345062244265533 
875 	 3.3192658143489546 
876 	 3.33989858270374 
877 	 3.350641132360356 
878 	 3.3352149546964664 
879 	 3.336869991417061 
880 	 3.3398818263751657 
881 	 3.332904143767901 
882 	 3.339020655097268 
883 	 3.333900330311677 
884 	 3.3369543736315945 
885 	 3.3275453792238596 
886 	 3.318476743631699 
887 	 3.340718798431852 
888 	 3.3261016359616016 
889 	 3.3368861828956415 
890 	 3.3306595975831 
891 	 3.3411628013022807 
892 	 3.3520667997902973 
893 	 3.319300471005116 
894 	 3.325416426394624 
895 	 3.344695420324111 
896 	 3.3299623246432266 
897 	 3.3595247735767484 
898 	 3.320151971599452 
899 	 3.3379201824087947 
900 	 3.3273971786018604 
901 	 3.3314550022878993 
902 	 3.3263460706373533 
903 	 3.3154369982019176 
904 	 3.343094647091795 
905 	 3.3457731538177002 
906 	 3.330031448371372 
907 	 3.327080637750744 
908 	 3.338181567008473 
909 	 3.331064728864646 
910 	 3.348337904790338 
911 	 3.3476440072137756 
912 	 3.3362228284698556 
913 	 3.3531472942213503 
914 	 3.3321863023534606 
915 	 3.3234452554325893 
916 	 3.3289612445530135 
917 	 3.3305319133352085 
918 	 3.339054102550987 
919 	 3.328922445228874 
920 	 3.32813146896079 
921 	 3.327016549709379 
922 	 3.338898963625717 
923 	 3.324002012165977 
924 	 3.3357492955907713 
925 	 3.3409328143283816 
926 	 3.3295967867253884 
927 	 3.3393510627575695 
928 	 3.340703907701669 
929 	 3.337551620340791 
930 	 3.3357516222622823 
931 	 3.347877920159435 
932 	 3.3167947267957656 
933 	 3.332021829965362 
934 	 3.336037411491803 
935 	 3.3249656294530676 
936 	 3.334912614132618 
937 	 3.3274622665214806 
938 	 3.334790882259148 
939 	 3.326948679394382 
940 	 3.3287480417446678 
941 	 3.321594344743609 
942 	 3.334417099499882 
943 	 3.317600152702157 
944 	 3.3345291622192077 
945 	 3.336954751442358 
946 	 3.3348434988363076 
947 	 3.336216754385362 
948 	 3.3399903308224546 
949 	 3.3177869768606154 
950 	 3.329840498170482 
951 	 3.348065686977977 
952 	 3.316589459671754 
953 	 3.3344356925522316 
954 	 3.3204222350961534 
955 	 3.3324979355131545 
956 	 3.3340916706735353 
957 	 3.3327966010806387 
958 	 3.3217527466472676 
959 	 3.3256481303880854 
960 	 3.3100593157074187 
961 	 3.330153389461662 
962 	 3.332854461636384 
963 	 3.3351106116107805 
964 	 3.341562811028356 
965 	 3.3378275321000443 
966 	 3.3409980677847906 
967 	 3.3407548280664625 
968 	 3.3342661217562743 
969 	 3.3273192592518783 
970 	 3.3494451060616615 
971 	 3.3457400001576403 
972 	 3.3359737351727303 
973 	 3.327721593150803 
974 	 3.3238285145417286 
975 	 3.358762590359321 
976 	 3.3170656393088764 
977 	 3.3354496051767897 
978 	 3.3403236600116326 
979 	 3.3319116921388634 
980 	 3.3471232822128214 
981 	 3.338649860758422 
982 	 3.31711286125672 
983 	 3.3351172401480182 
984 	 3.316843263371599 
985 	 3.3392923972964694 
986 	 3.3396173570209027 
987 	 3.3437173464136234 
988 	 3.331385852749057 
989 	 3.3360707630964117 
990 	 3.3311912776701624 
991 	 3.3214825970264243 
992 	 3.3314497675675314 
993 	 3.324882065123602 
994 	 3.3334936943439066 
995 	 3.3347047827518463 
996 	 3.334977158459827 
997 	 3.341276584533131 
998 	 3.3394803396151964 
999 	 3.34196933450897 
1000 	 3.329580316134382 
1001 	 3.3228307355776665 
1002 	 3.325256371135777 
1003 	 3.337193293368674 
1004 	 3.3425578288184945 
1005 	 3.347501087862143 
1006 	 3.3227675511535644 
1007 	 3.3286171434994034 
1008 	 3.3449823495514512 
1009 	 3.335874617861951 
1010 	 3.3327468419213244 
1011 	 3.3260729378254137 
1012 	 3.3492668510723576 
1013 	 3.333623475362637 
1014 	 3.331594527573413 
1015 	 3.3286920263828663 
1016 	 3.3242316883346614 
1017 	 3.342113180209537 
